N°,DELEGACION,MERCADO,NUM_OFIC,NUM_LOCALE,Coord_Y,Coord_X,DIRECCION,COLONIA,TIPO,SUPERF_M2,INAUGURACI,ANTIGÜEDA,VOCACIÓN,DETALLE,FORMA,NIVELES,TAMAÑO1,PROTEGIDO,COORGEOG_Y,COORGEOG_X
276,TLALPAN,VILLA COAPA,263,167,2133147.07293,486673.7679,AV. CANAL DE MIRAMONTES S/N. ENTRE AV. ACOXPA Y CAPORAL,VILLA COAPA,TRADICIONAL,5910,1975,45,COMIDA PREPARADA Y OTROS,COMIDA PREPARADA,CUADRO,1,CHICO,NO,-99.126838,19.2920459152
266,TLALPAN,LAZARO CARDENAS,265,72,2133778.0966,485403.82509,"ACOXPA Y FEDERACION MEXICANA DE FUTBOL, ENTRE LAGUNAS Y NECAXA",LAZARO CARDENAS,TRADICIONAL,2063,1976,44,N/D,N/D,CUADRO,2,CHICO,NO,-99.1389299999,19.2977399153
261,TLALPAN,FUENTES BROTANTES,267,26,2132307.3412,480940.84141,PARQUE NACIONAL Y FUENTES BROTANTES,FUENTES BROTANTES,TURISTICO Y ESPECIALIZADO,1242,1975,45,COMIDA PREPARADA Y OTROS,COMIDA PREPARADA,IRREGULAR,1,CHICO,NO,-99.1813949999,19.2844109153
257,TLALPAN,ARTESANIAS VASCO DE QUIROGA,274,132,2133510.84872,480571.54155,INSURGENTES Y CAMINO A STA TERESA,PEÑA POBRE,ESPECIALIZADO,14901,1970,50,"MUEBLES, FERRETERÍA, JACIERÍA, MIMBRE, CESTERÍA, HERRAMIENTAS, ARTÍCULOS PARA COCINA, ARTÍCULOS ESOTÉRICOS",MUEBLES,IRREGULAR,3,CHICO,NO,-99.1849219999,19.2952839153
263,TLALPAN,ISIDRO FABELA,282,60,2134085.52709,481358.424,PRIMERA NORTE Y 4A PONIENTE,ISIDRO FABELA,TRADICIONAL,2219,1976,44,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.1774379999,19.3004849152
270,TLALPAN,SAN ANDRES TOTOLTEPEC,285,51,2128666.71136,481891.792,16 DE SEPTIEMBRE S/N. ENTRE REFORMA Y RIVAPALACIO,SAN ANDRES TOTOLTEPEC,TRADICIONAL,1017,1975,45,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.1723099999,19.2515179154
260,TLALPAN,FLORES SAN FERNANDO,286,76,2132891.58147,482952.53762,"CALZ. DE TALPAN , ENTRE SAN FRANCISCO Y ALLENDE",TLALPAN,ESPECIALIZADO,1870,1976,44,"PLANTAS, FLORES Y PECES DE ORNATO",FLORES,IRREGULAR,1,CHICO,NO,-99.162254,19.2897089152
246,TLALPAN,MIGUEL HIDALGO,289,72,2132668.43287,480593.23297,CORREGIDORA S/N Y MICHOACAN,MIGUEL HIDALGO,TRADICIONAL,1485,1972,48,N/D,N/D,CUADRO,1,CHICO,NO,-99.1847069999,19.2876709153
273,TLALPAN,TORRES DE PADIERNA,320,58,2132083.54657,476020.68026,"TIXPEHUATL TIXKOKOB, ENTRE SEYE Y SACALUM",ORRES DE PADIERNA,TRADICIONAL,882,1988,32,N/D,N/D,RECTANGULO,2,CHICO,NO,-99.2282194443,19.2823359153
271,TLALPAN,SAN NICOLAS TOTOLAPAN,350,32,2133144.19035,475162.4735,"KANTUNIL S/N. , ENTRE SINACHE Y CHEMAX",PEDREGAL DE SAN NICOLAS,TRADICIONAL,453,1982,38,N/D,N/D,CUADRO,1,CHICO,NO,-99.2364009999,19.2919109153
264,TLALPAN,JOSE MARIA MORELOS Y PAVON,391,56,2133782.58416,487557.16953,"CDA. DON REFUGIO Y CACAHUATALES, ENTRE TENORIOS Y CALZ. DEL HUESO",TENORIOS,TRADICIONAL,440,1986,34,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.1184339999,19.2977949152
269,TLALPAN,PLAZA MEXICANA DEL SUR,392,79,2134089.86319,484656.88956,"ACOXPA C/ESQ. CALZ. DE TLALPAN, ENTRE ACOXPA Y CALZ. DE TLALPAN",SAN LORENZO HUIPULCO,TRADICIONAL,1658,2011,9,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.146042,19.3005519153
262,TLALPAN,HUESO PERIFERICO,393,102,2133974.84925,489191.61937,"CALZADA DEL HUESO 1079, ENTRE FRESALES Y CANAL NACIONAL",GRANJAS COAPA,TRADICIONAL,2227,1986,34,COMIDA PREPARADA Y OTROS,COMIDA PREPARADA,RECTANGULO,1,CHICO,NO,-99.1028779999,19.2995419152
204,IZTAPALAPA,VEINTICUATRO DE FEBRERO,316,124,2131231.92554,476307.62262,10 DE AGOSTO DE 1860 Y 24 DE ABRIL ENTRE BATALLA DE PASO OVEJAS,LEYES DE REFORMA,TRADICIONAL,2892,1984,36,N/D,N/D,CUADRO,1,CHICO,NO,-99.2254779999,19.2746429153
259,TLALPAN,DR. Y GRAL JOSE GONZALEZ VARELA,256,58,2130193.39065,482206.97739,"CALLE DEL ROSAL, ENTRE 5 DE MAYO Y AZUCENA",SAN PEDRO MARTIR,TRADICIONAL,4038,1974,46,N/D,N/D,CUADRO,1,CHICO,NO,-99.1693249999,19.2653179154
272,TLALPAN,TLALCOLIGIA,406,70,2131274.26508,481950.91012,TEPEHUANOS Y OTOMIES,TLALCOLIGIA,TRADICIONAL,915,1986,34,N/D,N/D,CUADRO,2,CHICO,NO,-99.171772,19.2750839154
268,TLALPAN,MIRADOR,1011,90,2133480.5739,476240.4676,"POPOLNAH ESQ. BEKAL, ENTRE BEKAL Y TEKIT",LOMAS DE PADIERNA,TRADICIONAL,2421,1976,44,N/D,N/D,CUADRO,1,CHICO,NO,-99.2261449999,19.2949639153
275,TLALPAN,VEINTIUNO DE ABRIL,1012,65,2130852.83406,476477.04296,"HOPELCHE, XITLE E IZAMAL",RINCON DEL MIRADOR,TRADICIONAL,1218,1988,32,N/D,N/D,CUADRO,1,CHICO,NO,-99.2238609999,19.2712189153
329,XOCHIMILCO,XOCHIMILCO ZONA (XOCHITL),44,447,2129858.25124,489066.02018,"AV.MORELOS , ENTRE FCO. I MADERO Y 16 DE SEPTIEMBRE",XOCHIMILCO,TRADICIONAL,9175,1957,63,COMIDA PREPARADA Y OTROS,COMIDA Y CARNICOS,CUADRO,1,MEDIANO,NO,-99.1040499999,19.2623379154
323,XOCHIMILCO,NATIVITAS,115,296,2128562.38446,490092.09282,EMBARCADERO Y MERCADO,NATIVITAS,TURISTICO Y ESPECIALIZADO,3208,1960,60,"ARTESANÍA, JUGUETES, BISUTERÍA",ARTESANIAS Y COMIDA,RECTANGULO,1,MEDIANO,NO,-99.0942789999,19.2506319154
327,XOCHIMILCO,TULYEHUALCO,146,118,2129010.19607,498796.20873,ZARAGOZA Y DIVISION DEL NORTE,PUEBLO DE TULYEHUALCO,TRADICIONAL,1454,1982,38,N/D,N/D,CUADRO,1,CHICO,NO,-99.011455,19.2547029154
324,XOCHIMILCO,SAN GREGORIO ATLAPULCO,190,136,2129058.18137,493962.03737,"CUAUHTEMOC, INSURGENTES Y PLAZA PRINCIPAL",SAN GREGORIO ATLAPULCO,TRADICIONAL,1792,1986,34,N/D,N/D,CUADRO,1,CHICO,NO,-99.057456,19.2551279154
328,XOCHIMILCO,XOCHIMILCO ANEXO,377,968,2129705.23737,489038.29118,AV. MORELOS No 60 ESQ. 16 DE SEPT. ENTRE NETZAHUALCOYOTL Y FCO. I MADERO,XOCHIMILCO,TRADICIONAL,8437,1957,63,COMIDA PREPARADA Y OTROS,COMIDA Y PLANTAS,RECTANGULO,1,GRANDE,NO,-99.104313,19.2609549154
325,XOCHIMILCO,SANTA CRUZ ACALPIXCA,378,50,2128057.2798,492100.80203,AV. MEXICO Y PEDRO BENAVIDES,STA. CRUZ ACALPIXCA,TRADICIONAL,380,1986,34,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.075163,19.2460759154
320,XOCHIMILCO,AMPLIACION SAN MARCOS,379,91,2130595.80666,488078.39676,TEPOZANES 56,AMP. SAN MARCOS NORTE,TRADICIONAL,1563,1986,34,N/D,N/D,CUADRO,2,CHICO,NO,-99.113453,19.2689979154
322,XOCHIMILCO,GUADALUPE I. RAMIREZ,380,25,2130052.19605,488926.69135,GUADALUPE I. RAMIREZ Y PEDRO RAMIREZ DEL CASTILLO,BARRIO SAN JUAN,ESPECIALIZADO,350,1979,41,COMIDA PREPARADA Y OTROS,COMIDA PREPARADA,RECTANGULO,1,CHICO,NO,-99.1053769999,19.2640899154
326,XOCHIMILCO,TIERRA NUEVA,-381,74,2130044.39211,487803.34952,18 DE MARZO Y AV. MEXICO,TIERRA NUEVA,TRADICIONAL,2573,1988,32,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.116067,19.2640129154
321,XOCHIMILCO,AMPLIACION TEPEPAN,-382,60,2130304.86316,485959.13238,AV. LAS TORRES Y CAMINO REAL AL AJUSCO,AMPLIACION TEPEPAN,TRADICIONAL,1088,1988,32,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.133619,19.2663549153
319,XOCHIMILCO,AHUALAPA,383,33,2128172.4808,492596.99889,"CUAUHTEMOC, INSURGENTES Y PLAZA PRINCIPAL",STA. CRUZ ACALPIXCA,TRADICIONAL,634,1979,41,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.0704419999,19.2471189154
36,BENITO JUÁREZ,ALAMOS,27,269,2144941.57726,484876.36336,"BOLIVAR, ENTRE CADIZ, GALICIA Y SEGOVIA",ALAMOS,TRADICIONAL,4016,1966,54,N/D,N/D,CUADRO,1,MEDIANO,NO,-99.1440389999,19.3986239149
39,BENITO JUÁREZ,LAGO,29,103,2142964.98722,485414.56239,"ELISA, ENTRE DON JUAN Y DON LUIS",NATIVITAS,TRADICIONAL,1088,1947,73,N/D,N/D,RECTANGULO,2,CHICO,NO,-99.138898,19.380764915
43,BENITO JUÁREZ,PORTALES ZONA,30,599,2141965.19498,484928.80227,"CALZ. SANTA CRUZ, ENTRE 5 DE FEBRERO Y LIBERTAD",PORTALES,TRADICIONAL,8710,1957,63,COMIDA PREPARADA Y OTROS,COMIDA PREPARADA,CUADRO,1,MEDIANO,SI,-99.1435159999,19.371725915
51,BENITO JUÁREZ,VEINTICUATRO DE AGOSTO,47,265,2144001.93748,483455.2095,"ANAXAGORAS, ENTRE LUZ SAVIÑON Y TORRES ADALID",NARVARTE,TRADICIONAL,3998,1962,58,COMIDA PREPARADA Y OTROS,COMIDA PREPARADA,RECTANGULO,1,MEDIANO,NO,-99.1575659999,19.390120915
46,BENITO JUÁREZ,PRIMERO DE DICIEMBRE,49,244,2145005.61124,483765.34152,"YACATAS, UXMAL Y CDA. UXMAL",NARVARTE,TRADICIONAL,3346,1955,65,"ABARROTES, CARNÍCOS, PESCADOS Y MARISCOS, FRUTAS, VERDURAS, SEMILLAS Y DULCES",PESCADOS Y MARISCOS PREPARADOS,RECTANGULO,1,MEDIANO,NO,-99.1546209999,19.399193915
38,BENITO JUÁREZ,LA MODERNA,59,181,2144442.45944,485928.46597,"JORGE WASHINGTON S/N., ENTRE JESUS URUETA Y HORACIO NELSON",LA MODERNA,TRADICIONAL,2436,1963,57,N/D,N/D,CUADRO,1,CHICO,NO,-99.134015,19.394120915
41,BENITO JUÁREZ,MIXCOAC,76,476,2142100.86764,480196.58004,"AV. REVOLUCION, ENTRE TIZIANO Y MOLINOS",MIXCOAC,TRADICIONAL,8253,1953,67,"ABARROTES, CARNÍCOS, PESCADOS Y MARISCOS, FRUTAS, VERDURAS, SEMILLAS Y DULCES",PESCADOS Y MARISCOS PREPARADOS,RECTANGULO,1,MEDIANO,NO,-99.1885799999,19.372910915
40,BENITO JUÁREZ,LAZARO CARDENAS(DEL VALLE),90,440,2144613.7014,482550.36121,"PEDRO ROMERO DE TERREROS ESQ. ADOLFO PRIETO, ENTRE MIER Y PESADO Y AV. COYOACAN",DEL VALLE,TRADICIONAL,7687,1956,64,N/D,N/D,IRREGULAR,1,MEDIANO,NO,-99.1661889999,19.3956419149
47,BENITO JUÁREZ,SAN PEDRO DE LOS PINOS,97,192,2144195.61746,480730.28142,"AV. 2, ENTRE CALLE 7 Y CALLE 9",SAN PEDRO DE LOS PINOS,TRADICIONAL,5832,1957,63,"ABARROTES, CARNÍCOS, PESCADOS Y MARISCOS, FRUTAS, VERDURAS, SEMILLAS Y DULCES",PESCADOS Y MARISCOS PREPARADOS,CUADRO,1,CHICO,SI,-99.1835189999,19.3918469149
45,BENITO JUÁREZ,POSTAL ZONA,111,247,2143921.8224,484849.78635,"AHORRO POSTAL No 345, ENTRE CASTILLA Y TUY",AHORRO POSTAL,TRADICIONAL,2807,1958,62,N/D,N/D,RECTANGULO,1,MEDIANO,NO,-99.1442839999,19.389407915
44,BENITO JUÁREZ,POSTAL ANEXO,112,49,2143893.57,484892.81401,AHORRO POSTAL ENTRE CASTILLA Y LERIDA,AHORRO POSTAL,ESPECIALIZADO,821,1958,62,"ROPA, CALZADO Y TELAS",ROPA Y BONETERIA,CUADRO,1,CHICO,NO,-99.143874,19.3891529149
37,BENITO JUÁREZ,INDEPENDENCIA,113,226,2142892.07022,484221.49713,"ZEMPOALA, ENTRE ANGEL URRAZA Y SERAFIN OLARTE",INDEPENDENCIA,TRADICIONAL,2973,1958,62,N/D,N/D,RECTANGULO,1,MEDIANO,NO,-99.150259,19.380096915
49,BENITO JUÁREZ,SANTA MARIA NATIVITAS,119,97,2143780.12323,484532.03138,EJE CENTRALY AV. NIÑOS HEROES,NIÑOS HEROES DE CHAPULTEPEC,TRADICIONAL,1304,1962,58,N/D,N/D,CUADRO,1,CHICO,NO,-99.1473089999,19.388124915
50,BENITO JUÁREZ,TLACOQUEMECATL,122,109,2142553.95474,481706.18951,"PATRICIO SANZ, ENTRE MIGUEL LAURENT Y SAN FRANCISCO",DEL VALLE,TRADICIONAL,1671,1964,56,COMIDA PREPARADA Y OTROS,COMIDA PREPARADA,CUADRO,1,CHICO,NO,-99.1742089999,19.377019915
48,BENITO JUÁREZ,SANTA CRUZ ATOYAC,175,101,2141801.26955,483100.66476,"AV. CUAUHTEMOC, ENTRE CJON. MISERICORDIA Y TENAYUCA",SANTA CRUZ ATOYAC,TRADICIONAL,1778,1966,54,COMIDA PREPARADA Y OTROS,COMIDA PREPARADA,CUADRO,1,CHICO,NO,-99.1609229999,19.370229915
42,BENITO JUÁREZ,PORTALES ANEXO,201,125,2142078.00265,484865.57276,LIBERTAD Y MONTES DE OCA,PORTALES,ESPECIALIZADO,5122,1951,69,"MUEBLES, FERRETERÍA, JACIERÍA, MIMBRE, CESTERÍA, HERRAMIENTAS, ARTÍCULOS PARA COCINA, ARTÍCULOS ESOTÉRICOS",FERRETERIA Y ACCESORIOS PARA BAÑO,CUADRO,1,CHICO,SI,-99.144119,19.372744915
93,CUAUHTÉMOC,LAGUNILLA ROPA Y TELAS,1,1043,2149869.85126,485690.41945,"COMONFORT, ECUADOR Y ALLENDE",CENTRO,ESPECIALIZADO,16714,1957,63,"ROPA, CALZADO Y TELAS",ROPA Y TELAS,RECTANGULO,1,GRANDE,SI,-99.1363229999,19.4431679148
96,CUAUHTÉMOC,LAGUNILLA ZONA,2,573,2149964.87551,485865.37118,COMONFORT Y RAYON,CENTRO,TRADICIONAL,7388,1957,63,N/D,N/D,RECTANGULO,1,MEDIANO,SI,-99.1346569999,19.4440279148
95,CUAUHTÉMOC,LAGUNILLA VARIOS,3,344,2149723.81268,485660.1776,ALLENDE ESQ. JUAN ALVAREZ,CENTRO,ESPECIALIZADO,4625,1957,63,"MUEBLES, FERRETERÍA, JACIERÍA, MIMBRE, CESTERÍA, HERRAMIENTAS, ARTÍCULOS PARA COCINA, ARTÍCULOS ESOTÉRICOS","MUEBLES, CANDILES",RECTANGULO,2,MEDIANO,SI,-99.13661,19.4418479148
94,CUAUHTÉMOC,LAGUNILLA SAN CAMILITO,4,75,2149738.51183,485405.95388,"ECUADOR, HONDURAS, SAN CAMILITO",CENTRO,ESPECIALIZADO,3552,1957,63,COMIDA PREPARADA Y OTROS,COMIDA PREPARADA,RECTANGULO,1,CHICO,SI,-99.1390319999,19.4419789148
97,CUAUHTÉMOC,MARTINEZ DE LA TORRE (ANEXO),5,339,2150125.35422,484738.99132,ZARCO Y EJE 1 NORTE,GUERRERO,ESPECIALIZADO,5204,1957,63,"ROPA, CALZADO Y TELAS",ROPA,CUADRO,1,MEDIANO,NO,-99.1453889999,19.4454699148
107,CUAUHTÉMOC,SAN COSME,6,533,2149723.60443,482968.3436,"RIBERA DE SAN COSME Y GABINO BARREDA, ENTRE ALTAMIRANO Y ICAZBALETA",SAN RAFAEL,TRADICIONAL,7286,1963,57,COMIDA PREPARADA Y OTROS,"COMIDA, ROPA Y FLORES",CUADRO,2,MEDIANO,SI,-99.162254,19.4418249148
98,CUAUHTÉMOC,MARTINEZ DE LA TORRE (ZONA),7,600,2150096.7089,484853.90615,"EJE UNO NORTE MOSQUETA Y DEGOLLADO, ENTRE ZARCO Y SOTO",GUERRERO,TRADICIONAL,9921,1957,63,COMIDA PREPARADA Y OTROS,COMIDA PREPARADA,RECTANGULO,1,MEDIANO,NO,-99.144294,19.4452119148
91,CUAUHTÉMOC,JUAREZ,8,454,2147987.26568,483772.00514,"AV. CHAPULTEPEC,ENTRE TURIN Y ABRAHAM GONZALEZ",JUÁREZ,TRADICIONAL,6662,1957,63,COMIDA PREPARADA Y OTROS,COMIDA PREPARADA Y CARNICOS,IRREGULAR,1,MEDIANO,SI,-99.1545829999,19.4261399148
113,CUAUHTÉMOC,SAN LUCAS,9,254,2147852.88026,486237.34389,"ESCUELA MEDICO MILITAR, CJON. DEL HORMIGUERO Y CJON. DE SAN MGUEL",CENTRO,TRADICIONAL,2586,1956,64,COMIDA PREPARADA Y OTROS,COMIDA PREPARADA,CUADRO,2,MEDIANO,NO,-99.1310979999,19.4249439149
85,CUAUHTÉMOC,DOS DE ABRIL,10,128,2149344.69621,485134.49445,PENSADOR MEXICANO Y 2 DE ABRIL,CENTRO,TRADICIONAL,2137,1912,108,COMIDA PREPARADA Y OTROS,COMIDA PREPARADA,CUADRO,1,CHICO,SI,-99.1416149999,19.4384179148
89,CUAUHTÉMOC,INSURGENTES,13,225,2147788.5996,482627.43295,"LONDRES 154, ENTRE AMBERES Y FLORENCIA",JUÁREZ,TURISTICO Y ESPECIALIZADO,2096,1955,65,"ARTESANÍA, JUGUETES, BISUTERÍA",ARTESANIAS Y COMIDA,IRREGULAR,2,MEDIANO,NO,-99.1654839999,19.4243349149
117,CUAUHTÉMOC,TEPITO ZONA,14,522,2150228.76131,486621.75498,"TOLTECAS, BARTOLOME DE LAS CASAS Y MATAMOROS",MORELOS,TRADICIONAL,5009,1957,63,N/D,N/D,CUADRO,1,MEDIANO,NO,-99.1274529999,19.4464179148
80,CUAUHTÉMOC,ABELARDO L. RODRIGUEZ (ZONA),16,246,2149212.33859,486568.62127,"REP. DE VENEZUELA No 42, ENTRE RODRIGUEZ PUEBLA Y EL CARMEN",CENTRO,TRADICIONAL Y TURISTICO,12450,1933,87,N/D,N/D,CUADRO,2,MEDIANO,SI,-99.1279519999,19.4372319148
81,CUAUHTÉMOC,BEETHOVEN,17,792,2151666.57926,486344.99646,"BEETHOVEN, ADELINA PATT Y MOZART",EXHIPODROMO DE PERALVILLO,TRADICIONAL,12507,1958,62,COMIDA PREPARADA Y OTROS,"COMIDA, ARREGLOS DE FRUTA Y FLORES",RECTANGULO,1,GRANDE,NO,-99.1300999999,19.4594099148
88,CUAUHTÉMOC,HIDALGO ZONA,18,975,2146626.45067,484661.49689,"DR. BARRAGAN, ENTRE DR. BALMIS Y DR. ARCE",DOCTORES,TRADICIONAL,20227,1956,64,COMIDA PREPARADA Y OTROS,COMIDA PREPARADA,CUADRO,1,GRANDE,NO,-99.146099,19.4138489149
92,CUAUHTÉMOC,LA DALIA,19,421,2150872.75011,483196.35648,"FRESNO No 225, ENTRE MANUEL CARPIO Y ELIGIO ANCONA",SANTA MARIA LA RIBERA,TRADICIONAL,5639,1958,62,N/D,N/D,CUADRO,1,MEDIANO,NO,-99.1600919999,19.4522119147
99,CUAUHTÉMOC,MELCHOR OCAMPO,20,517,2146247.33381,482834.35741,"CAMPECHE, ENTRE MEDELLIN Y MONTERREY",ROMA,TRADICIONAL,9800,1964,56,COMIDA PREPARADA Y OTROS,COMIDA Y ARREGLO DE FRUTAS,RECTANGULO,2,MEDIANO,NO,-99.1634989999,19.4104079149
109,CUAUHTÉMOC,SAN JOAQUIN ZONA (PERALVILLO),22,477,2152030.28142,485377.15875,"ERNESTO ELORDUY, ENTRE LIZT Y SHUBERT",PERALVILLO,TRADICIONAL,5500,1958,62,N/D,N/D,CUADRO,1,MEDIANO,NO,-99.1393239999,19.4626899147
114,CUAUHTÉMOC,TEPITO FIERROS VIEJOS,23,661,2150316.14676,486514.33472,"TENOCHTITLAN , MATAMOROS Y TOLTECAS",MORELOS,ESPECIALIZADO,6587,1956,64,"ROPA, CALZADO Y TELAS","ROPA, CALZADO DEPORTIVO Y ARTICULOS USADOS",RECTANGULO,1,GRANDE,NO,-99.1284769999,19.4472069147
102,CUAUHTÉMOC,MORELIA,24,156,2146041.98235,484272.95594,DR. VERTIZ Y FEDERICO GOMEZ SANTOS,DOCTORES,TRADICIONAL,3296,1958,62,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.1497949999,19.4085639149
82,CUAUHTÉMOC,BUGAMBILIA,28,201,2151022.32588,483957.15407,"BUGAMBILIA, MARIANO AZUELA Y FLORES MAGON",SANTA MARIA LA RIBERA,TRADICIONAL,2671,1964,56,N/D,N/D,RECTANGULO,1,MEDIANO,NO,-99.1528449999,19.4535699148
116,CUAUHTÉMOC,TEPITO VARIOS,36,562,2150306.87321,486634.51369,"MATAMOROS, TOLTECAS Y RIVERO",MORELOS,ESPECIALIZADO,4494,1957,63,"ROPA, CALZADO Y TELAS","CALZADO, REPARACIÓN DE ELECTRODOMESTICOS Y DE RELOJES",CUADRO,1,MEDIANO,NO,-99.127332,19.4471239148
115,CUAUHTÉMOC,TEPITO ROPA Y TELAS (granaditas),60,709,2149811.96321,486428.61878,"EJE 1 NORTE Y AZTECAS, ENTRE ARGENTINA Y COSTA RICA",MORELOS,ESPECIALIZADO,7796,1957,63,"ROPA, CALZADO Y TELAS",CALZADO,RECTANGULO,1,GRANDE,SI,-99.12929,19.4426499148
106,CUAUHTÉMOC,PEQUEÑO COMERCIO,66,84,2147479.1109,485718.014833,5 DE FEBRERO No 161 Y DIAGONAL 20 DE NOVIEMBRE,OBRERA,ESPECIALIZADO,2829,1952,68,COMIDA PREPARADA Y OTROS,COMIDA PREPARADA,IRREGULAR,1,CHICO,NO,-99.136042116,19.4215624314
103,CUAUHTÉMOC,PALACIO DE LAS FLORES,74,133,2148389.04133,484667.19047,LUIS MOYA Y ERNESTO PUGIBET,CENTRO,TURISTICO Y ESPECIALIZADO,1233,1970,50,"PLANTAS, FLORES Y PECES DE ORNATO",FLORES,RECTANGULO,2,CHICO,SI,-99.146059,19.4297779148
112,CUAUHTÉMOC,SAN JUAN PUGIBET,77,361,2148417.46134,484819.53607,"ENRNESTO PUGIBET, ENTRE LUIS MOYA Y BUEN TONO",CENTRO,TRADICIONAL,4713,1955,65,"ABARROTES, CARNÍCOS, PESCADOS Y MARISCOS, FRUTAS, VERDURAS, SEMILLAS Y DULCES",PESCADOS Y MARISCOS,RECTANGULO,1,MEDIANO,SI,-99.1446079999,19.4300359148
110,CUAUHTÉMOC,SAN JUAN ARCOS DE BELEM,78,399,2148127.59438,485031.34944,"ARCOS DE BELEM Y LOPEZ, ENTRE EJE CENTRAL  Y LOPEZ",CENTRO,TRADICIONAL,4527,1955,65,N/D,N/D,CUADRO,1,MEDIANO,NO,-99.142588,19.4274179148
79,CUAUHTÉMOC,ABELARDO L. RODRIGUEZ (CORONAS),83,151,2149276.98667,486532.97889,"RODRIGUEZ PUEBLA,COLOMBIA Y CALLEJON DE GIRON",CENTRO,ESPECIALIZADO,4150,1955,65,"ARTESANÍA, JUGUETES, BISUTERÍA",BISUTERIA Y JUGUETES,CIRCULO,1,CHICO,SI,-99.1282919999,19.4378159148
111,CUAUHTÉMOC,SAN JUAN CURIOSIDADES,86,176,2148432.70862,484979.42855,"AYUNTAMIENTO,  ARANDA Y BUEN TONO",CENTRO,TURISTICO Y ESPECIALIZADO,3670,1970,50,"ARTESANÍA, JUGUETES, BISUTERÍA",ARTESANIAS Y COMIDA,CUADRO,3,CHICO,SI,-99.1430849999,19.4301749149
87,CUAUHTÉMOC,HIDALGO ANEXO,91,428,2146720.91657,484699.16222,"DR. BARRAGAN, ENTRE DR. BALMIS Y DR. OLVERA",DOCTORES,ESPECIALIZADO,6838,1956,64,"MUEBLES, FERRETERÍA, JACIERÍA, MIMBRE, CESTERÍA, HERRAMIENTAS, ARTÍCULOS PARA COCINA, ARTÍCULOS ESOTÉRICOS",FERRETERIA Y ACCESORIOS PARA BAÑO,CUADRO,1,MEDIANO,NO,-99.1457409999,19.4147029149
90,CUAUHTÉMOC,ISABEL LA CATOLICA,96,165,2145869.21658,485372.17383,"ISABEL LA CATOLICA S/N, ENTRE HERNANDEZ DAVALOS Y EJE 3 SUR  PEON CONTRERAS",ALGARIN,TRADICIONAL,2308,1957,63,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.1393239999,19.4070109149
84,CUAUHTÉMOC,CUAUHTEMOC,98,85,2148380.73709,482480.50877,"LERMA, TIGRIS Y DANUBIO",CUAUHTEMOC,TRADICIONAL,682,1958,62,N/D,N/D,CUADRO,1,CHICO,NO,-99.1668889999,19.4296849148
100,CUAUHTÉMOC,MERCED MIXCALCO,108,920,2148896.64661,486867.14278,CIRCUNVALACION S/N ENTRE MIXCALCO Y GUATEMALA,CENTRO,ESPECIALIZADO,11230,1958,62,"ROPA, CALZADO Y TELAS",ROPA,CUADRO,1,GRANDE,NO,-99.1251059999,19.4343809148
108,CUAUHTÉMOC,SAN JOAQUIN (ANEXO),110,275,2151951.36355,485404.06859,"ELORDUY,SCHUBERT Y LIZT",PERALVILLO,ESPECIALIZADO,3919,1958,62,"ROPA, CALZADO Y TELAS",ROPA Y CALZADO,CUADRO,1,MEDIANO,NO,-99.1390669999,19.4619769148
86,CUAUHTÉMOC,FRANCISCO SARABIA,114,119,2151506.94135,485587.91213,"MASCAGNI,ROSSINI Y BACH",EXHIPODROMO DE PERALVILLO,TRADICIONAL,2582,1943,77,N/D,N/D,RECTANGULO,1,CHICO,NO,-99.1373119999,19.4579619148
101,CUAUHTÉMOC,MICHOACAN,153,35,2146350.15198,481683.6701,"TAMAULIPAS Y MICHOACAN, ENTRE VICENTE SUAREZ Y ATLIXCO",HIPODROMO CONDESA,TRADICIONAL,672,1941,79,COMIDA PREPARADA Y OTROS,COMIDA PREPARADA,IRREGULAR,1,CHICO,SI,-99.1744599999,19.4113269149
105,CUAUHTÉMOC,PAULINO  NAVARRO,216,110,2146473.37397,486523.017,CALZ. DE LA VIGA Y AV. DEL TALLER,PAULINO NAVARRO,TRADICIONAL,908,1980,40,N/D,N/D,RECTANGULO,2,CHICO,NO,-99.1283669999,19.4124789149
212,MIGUEL HIDALGO,ANAHUAC ZONA,11,412,2149605.9873,482157.75845,"TLALOC Y ATZAYACATL, ENTRE NETZAHUALPILLI Y TONATZIN",TLAXPANA,TRADICIONAL,6586,1957,63,N/D,N/D,RECTANGULO,1,MEDIANO,NO,-99.1699749999,19.4407549148
226,MIGUEL HIDALGO,TACUBA,32,1231,2151528.19574,480408.7308,CAL. MEXICO TACUBA YGOLFO DE MEXICO,PUEBLO DE TACUBA,TRADICIONAL,13474,1956,64,"ROPA, CALZADO Y TELAS","ROPA, COMIDA Y ABARROTES",CUADRO,1,GRANDE,NO,-99.1866569999,19.4581099148
